                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     55,                0.00536,                    0.6,                      1,                 1.4623,              0.0002825,              0.0002825,              0.0002825
                     56,                0.00536,                    0.6,                      1,                 1.4623,             0.00028579,             0.00028579,             0.00028579
                     57,                0.00536,                    0.6,                      1,                 1.4604,               0.000289,               0.000289,               0.000289
                     58,                0.00466,                    0.6,                      1,                 1.4604,             0.00029215,             0.00029215,             0.00029215
                     59,                0.00466,                    0.6,                      1,                 1.4604,             0.00029523,             0.00029523,             0.00029523
                     60,                0.00466,                    0.6,                      1,                 1.4585,             0.00029823,             0.00029823,             0.00029823
                     61,                0.00408,                    0.6,                      1,                 1.4585,             0.00030117,             0.00030117,             0.00030117
                     62,                0.00408,                    0.6,                      1,                 1.4585,             0.00030403,             0.00030403,             0.00030403
                     63,                0.00408,                    0.6,                      1,                 1.4566,             0.00030682,             0.00030682,             0.00030682
                     64,                0.00359,                    0.6,                      1,                 1.4566,             0.00030954,             0.00030954,             0.00030954
                     65,                0.00359,                    0.6,                      1,                 1.4566,              0.0003122,              0.0003122,              0.0003122
                     66,                0.00359,                    0.6,                      1,                 1.4548,             0.00031478,             0.00031478,             0.00031478
                     67,                0.00318,                    0.6,                      1,                 1.4548,             0.00031729,             0.00031729,             0.00031729
                     68,                0.00318,                    0.6,                      1,                 1.4548,             0.00031973,             0.00031973,             0.00031973
                     69,                0.00318,                    0.6,                      1,                  1.453,             0.00032209,             0.00032209,             0.00032209
                     70,                0.00284,                    0.6,                      1,                  1.453,             0.00032439,             0.00032439,             0.00032439
                     71,                0.00284,                    0.6,                      1,                  1.453,             0.00032662,             0.00032662,             0.00032662
                     72,                0.00284,                    0.6,                      1,                 1.4514,             0.00032878,             0.00032878,             0.00032878
                     73,                0.00255,                    0.6,                      1,                 1.4514,             0.00033086,             0.00033086,             0.00033086
                     74,                0.00255,                    0.6,                      1,                 1.4514,             0.00033288,             0.00033288,             0.00033288
                     75,                0.00255,                    0.6,                      1,                 1.4499,             0.00033482,             0.00033482,             0.00033482
                     76,                 0.0023,                    0.6,                      1,                 1.4499,              0.0003367,              0.0003367,              0.0003367
                     77,                 0.0023,                    0.6,                      1,                 1.4499,              0.0003385,              0.0003385,              0.0003385
                     78,                 0.0023,                    0.6,                      1,                 1.4484,             0.00034023,             0.00034023,             0.00034023
