                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                0.00135,                    0.6,                      1,                  1.347,             0.00034997,             0.00034997,             0.00034997
                    106,                0.00135,                    0.6,                      1,                  1.347,             0.00034643,             0.00034643,             0.00034643
                    107,                0.00135,                    0.6,                      1,                  1.347,              0.0003429,              0.0003429,              0.0003429
                    108,                0.00135,                    0.6,                      1,                 1.3457,             0.00033936,             0.00033936,             0.00033936
                    109,                0.00128,                    0.6,                      1,                 1.3457,             0.00033583,             0.00033583,             0.00033583
                    110,                0.00128,                    0.6,                      1,                 1.3457,              0.0003323,              0.0003323,              0.0003323
                    111,                0.00128,                    0.6,                      1,                 1.3457,             0.00032876,             0.00032876,             0.00032876
                    112,                0.00128,                    0.6,                      1,                 1.3445,             0.00032523,             0.00032523,             0.00032523
                    113,                0.00123,                    0.6,                      1,                 1.3445,             0.00032169,             0.00032169,             0.00032169
                    114,                0.00123,                    0.6,                      1,                 1.3445,             0.00031816,             0.00031816,             0.00031816
                    115,                0.00123,                    0.6,                      1,                 1.3445,             0.00031462,             0.00031462,             0.00031462
                    116,                0.00123,                    0.6,                      1,                 1.3436,             0.00031109,             0.00031109,             0.00031109
                    117,                0.00118,                    0.6,                      1,                 1.3436,             0.00030756,             0.00030756,             0.00030756
                    118,                0.00118,                    0.6,                      1,                 1.3436,             0.00030402,             0.00030402,             0.00030402
                    119,                0.00118,                    0.6,                      1,                 1.3436,             0.00030049,             0.00030049,             0.00030049
                    120,                0.00118,                    0.6,                      1,                 1.3427,             0.00029695,             0.00029695,             0.00029695
                    121,                0.00114,                    0.6,                      1,                 1.3427,             0.00029342,             0.00029342,             0.00029342
                    122,                0.00114,                    0.6,                      1,                 1.3427,             0.00028988,             0.00028988,             0.00028988
                    123,                0.00114,                    0.6,                      1,                 1.3427,             0.00028635,             0.00028635,             0.00028635
                    124,                0.00114,                    0.6,                      1,                  1.342,             0.00028282,             0.00028282,             0.00028282
                    125,                 0.0011,                    0.6,                      1,                  1.342,             0.00027928,             0.00027928,             0.00027928
                    126,                 0.0011,                    0.6,                      1,                  1.342,             0.00027575,             0.00027575,             0.00027575
                    127,                 0.0011,                    0.6,                      1,                  1.342,             0.00027221,             0.00027221,             0.00027221
                    128,                 0.0011,                    0.6,                      1,                 1.3414,             0.00026868,             0.00026868,             0.00026868
                    129,                0.00107,                    0.6,                      1,                 1.3414,             0.00026514,             0.00026514,             0.00026514
                    130,                0.00107,                    0.6,                      1,                 1.3414,             0.00026161,             0.00026161,             0.00026161
                    131,                0.00107,                    0.6,                      1,                 1.3414,             0.00025808,             0.00025808,             0.00025808
                    132,                0.00107,                    0.6,                      1,                 1.3408,             0.00025454,             0.00025454,             0.00025454
                    133,                0.00104,                    0.6,                      1,                 1.3408,             0.00025101,             0.00025101,             0.00025101
                    134,                0.00104,                    0.6,                      1,                 1.3408,             0.00024747,             0.00024747,             0.00024747
                    135,                0.00104,                    0.6,                      1,                 1.3408,             0.00024394,             0.00024394,             0.00024394
                    136,                0.00104,                    0.6,                      1,                 1.3404,              0.0002404,              0.0002404,              0.0002404
                    137,                0.00102,                    0.6,                      1,                 1.3404,             0.00023687,             0.00023687,             0.00023687
                    138,                0.00102,                    0.6,                      1,                 1.3404,             0.00023334,             0.00023334,             0.00023334
                    139,                0.00102,                    0.6,                      1,                 1.3404,              0.0002298,              0.0002298,              0.0002298
                    140,                0.00102,                    0.6,                      1,                   1.34,             0.00022627,             0.00022627,             0.00022627
                    141,                  0.001,                    0.6,                      1,                   1.34,             0.00022273,             0.00022273,             0.00022273
                    142,                  0.001,                    0.6,                      1,                   1.34,              0.0002192,              0.0002192,              0.0002192
                    143,                  0.001,                    0.6,                      1,                   1.34,             0.00021566,             0.00021566,             0.00021566
                    144,                  0.001,                    0.6,                      1,                 1.3396,             0.00021213,             0.00021213,             0.00021213
                    145,                0.00098,                    0.6,                      1,                 1.3396,              0.0002086,              0.0002086,              0.0002086
                    146,                0.00098,                    0.6,                      1,                 1.3396,             0.00020506,             0.00020506,             0.00020506
                    147,                0.00098,                    0.6,                      1,                 1.3396,             0.00020153,             0.00020153,             0.00020153
                    148,                0.00098,                    0.6,                      1,                 1.3393,             0.00019799,             0.00019799,             0.00019799
                    149,                0.00097,                    0.6,                      1,                 1.3393,             0.00019446,             0.00019446,             0.00019446
                    150,                0.00097,                    0.6,                      1,                 1.3393,             0.00019092,             0.00019092,             0.00019092
                    151,                0.00097,                    0.6,                      1,                 1.3393,             0.00018739,             0.00018739,             0.00018739
                    152,                0.00097,                    0.6,                      1,                 1.3391,             0.00018385,             0.00018385,             0.00018385
                    153,                0.00096,                    0.6,                      1,                 1.3391,             0.00018032,             0.00018032,             0.00018032
                    154,                0.00096,                    0.6,                      1,                 1.3391,             0.00017679,             0.00017679,             0.00017679
                    155,                0.00096,                    0.6,                      1,                 1.3391,             0.00017325,             0.00017325,             0.00017325
                    156,                0.00096,                    0.6,                      1,                 1.3389,             0.00016972,             0.00016972,             0.00016972
                    157,                0.00094,                    0.6,                      1,                 1.3389,             0.00016618,             0.00016618,             0.00016618
                    158,                0.00094,                    0.6,                      1,                 1.3389,             0.00016265,             0.00016265,             0.00016265
                    159,                0.00094,                    0.6,                      1,                 1.3389,             0.00015911,             0.00015911,             0.00015911
                    160,                0.00094,                    0.6,                      1,                 1.3387,             0.00015558,             0.00015558,             0.00015558
                    161,                0.00093,                    0.6,                      1,                 1.3387,             0.00015205,             0.00015205,             0.00015205
                    162,                0.00093,                    0.6,                      1,                 1.3387,             0.00014851,             0.00014851,             0.00014851
                    163,                0.00093,                    0.6,                      1,                 1.3387,             0.00014498,             0.00014498,             0.00014498
                    164,                0.00093,                    0.6,                      1,                 1.3386,             0.00014144,             0.00014144,             0.00014144
                    165,                0.00093,                    0.6,                      1,                 1.3386,             0.00013791,             0.00013791,             0.00013791
                    166,                0.00093,                    0.6,                      1,                 1.3386,             0.00013437,             0.00013437,             0.00013437
                    167,                0.00093,                    0.6,                      1,                 1.3386,             0.00013084,             0.00013084,             0.00013084
                    168,                0.00093,                    0.6,                      1,                 1.3385,             0.00012731,             0.00012731,             0.00012731
                    169,                0.00092,                    0.6,                      1,                 1.3385,             0.00012377,             0.00012377,             0.00012377
                    170,                0.00092,                    0.6,                      1,                 1.3385,             0.00012024,             0.00012024,             0.00012024
                    171,                0.00092,                    0.6,                      1,                 1.3385,              0.0001167,              0.0001167,              0.0001167
                    172,                0.00092,                    0.6,                      1,                 1.3384,             0.00011317,             0.00011317,             0.00011317
                    173,                0.00091,                    0.6,                      1,                 1.3384,             0.00010963,             0.00010963,             0.00010963
                    174,                0.00091,                    0.6,                      1,                 1.3384,              0.0001061,              0.0001061,              0.0001061
                    175,                0.00091,                    0.6,                      1,                 1.3384,             0.00010257,             0.00010257,             0.00010257
                    176,                0.00091,                    0.6,                      1,                 1.3383,             9.9032e-05,             9.9032e-05,             9.9032e-05
                    177,                0.00091,                    0.6,                      1,                 1.3383,             9.5498e-05,             9.5498e-05,             9.5498e-05
                    178,                0.00091,                    0.6,                      1,                 1.3383,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    179,                0.00091,                    0.6,                      1,                 1.3383,             8.8429e-05,             8.8429e-05,             8.8429e-05
                    180,                0.00091,                    0.6,                      1,                 1.3382,             8.4895e-05,             8.4895e-05,             8.4895e-05
                    181,                 0.0009,                    0.6,                      1,                 1.3382,              8.136e-05,              8.136e-05,              8.136e-05
                    182,                 0.0009,                    0.6,                      1,                 1.3382,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    183,                 0.0009,                    0.6,                      1,                 1.3382,             7.4292e-05,             7.4292e-05,             7.4292e-05
                    184,                 0.0009,                    0.6,                      1,                 1.3382,             7.0757e-05,             7.0757e-05,             7.0757e-05
                    185,                 0.0009,                    0.6,                      1,                 1.3382,             6.7223e-05,             6.7223e-05,             6.7223e-05
                    186,                 0.0009,                    0.6,                      1,                 1.3382,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    187,                 0.0009,                    0.6,                      1,                 1.3382,             6.0154e-05,             6.0154e-05,             6.0154e-05
                    188,                 0.0009,                    0.6,                      1,                 1.3382,              5.662e-05,              5.662e-05,              5.662e-05
                    189,                 0.0009,                    0.6,                      1,                 1.3382,             5.3086e-05,             5.3086e-05,             5.3086e-05
                    190,                 0.0009,                    0.6,                      1,                 1.3382,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    191,                 0.0009,                    0.6,                      1,                 1.3382,             4.6017e-05,             4.6017e-05,             4.6017e-05
                    192,                 0.0009,                    0.6,                      1,                 1.3382,             4.2483e-05,             4.2483e-05,             4.2483e-05
                    193,                0.00089,                    0.6,                      1,                 1.3382,             3.8949e-05,             3.8949e-05,             3.8949e-05
                    194,                0.00089,                    0.6,                      1,                 1.3382,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    195,                0.00089,                    0.6,                      1,                 1.3382,              3.188e-05,              3.188e-05,              3.188e-05
                    196,                0.00089,                    0.6,                      1,                 1.3382,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    197,                0.00089,                    0.6,                      1,                 1.3382,             2.4812e-05,             2.4812e-05,             2.4812e-05
                    198,                0.00089,                    0.6,                      1,                 1.3382,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    199,                0.00089,                    0.6,                      1,                 1.3382,             1.7743e-05,             1.7743e-05,             1.7743e-05
                    200,                0.00089,                    0.6,                      1,                 1.3382,             1.4209e-05,             1.4209e-05,             1.4209e-05
